RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1965,15681905,Rodriguez,532,Germany,Male,73,6,110824.06,2,1,1,41361.84,0
1966,15668577,Brown,746,France,Male,85,10,137486.5,4,1,0,90262.91,0
1967,15665641,Williams,830,France,Female,61,5,82188.48,4,1,1,114550.33,0
1968,15609078,Johnson,752,France,Female,90,10,171965.25,1,1,0,49816.09,1
1969,15625003,Rodriguez,812,France,Female,64,3,95716.87,2,1,1,173107.43,0
1970,15662768,Johnson,766,France,Male,67,6,77765.89,2,0,1,168374.84,0
1971,15651047,Garcia,551,Spain,Female,49,10,156825.79,3,0,0,14428.02,0
1972,15671626,Jones,414,France,Female,71,9,85313.86,1,1,1,13733.18,0
1973,15657660,Jones,793,Spain,Male,56,2,101999.85,1,1,1,92999.72,0
1974,15649786,Brown,745,Germany,Male,75,2,177718.42,1,1,1,185599.11,0
1975,15601925,Garcia,392,France,Female,78,6,213333.63,4,1,1,155942.68,0
1976,15683976,Jones,570,France,Female,89,5,108700.41,4,0,0,192108.63,0
1977,15626015,Brown,366,France,Male,36,1,130550.0,4,0,0,63952.85,0
1978,15633320,Rodriguez,673,Spain,Female,86,0,186595.63,2,0,0,193951.17,0
1979,15664881,Garcia,634,Spain,Female,39,5,56237.09,2,1,1,110986.33,0
1980,15690827,Martinez,532,France,Male,52,8,103751.43,3,1,0,126092.84,1
1981,15626289,Martinez,740,Spain,Female,27,2,202864.25,1,1,1,53491.1,0
1982,15603389,Martinez,393,Germany,Male,32,8,223620.77,4,0,1,97662.13,0
1983,15625683,Williams,810,France,Female,19,5,161226.14,4,0,0,153683.13,0
1984,15613629,Martinez,738,Germany,Female,39,3,98348.85,1,0,1,76708.77,1
1985,15661550,Garcia,537,Germany,Male,29,9,151480.68,4,1,1,23236.69,0
1986,15624826,Smith,739,France,Male,79,9,44710.5,4,1,0,169173.11,1
1987,15626630,Jones,831,Spain,Male,62,9,7323.95,2,0,0,16344.97,1
1988,15698762,Martinez,612,France,Male,75,1,18653.81,2,0,1,28295.43,1
1989,15646163,Garcia,523,France,Male,37,8,27043.1,4,0,1,131049.13,1
1990,15698511,Davis,790,France,Male,68,4,56414.87,4,1,1,137015.37,0
1991,15666435,Rodriguez,403,Spain,Male,24,4,115431.43,2,1,1,114470.16,0
1992,15611653,Williams,569,Spain,Male,41,1,58077.1,1,0,1,24774.24,0
1993,15627961,Johnson,395,France,Male,84,4,146257.95,1,0,0,157602.21,0
1994,15681941,Brown,743,France,Female,87,5,249574.96,4,1,1,123659.37,0
1995,15674137,Davis,609,France,Female,70,1,124545.27,3,0,0,137390.19,0
1996,15633662,Davis,544,Spain,Male,51,0,189213.84,3,1,0,10551.17,1
1997,15698818,Williams,758,France,Female,50,5,73100.39,4,1,1,26700.52,0
1998,15656446,Brown,820,Spain,Male,40,8,240719.93,1,0,1,146976.48,0
1999,15621288,Williams,696,Spain,Male,75,8,62276.37,3,1,0,138777.12,0
2000,15695081,Martinez,811,Germany,Female,85,8,149157.75,2,0,1,47687.28,0
2001,15636877,Johnson,410,France,Male,86,4,245832.67,3,1,0,105925.66,0
2002,15615313,Brown,515,France,Male,57,9,202061.4,2,1,0,69356.97,1
2003,15680885,Garcia,509,France,Male,64,0,248008.33,3,1,1,128731.56,0
2004,15672715,Jones,500,Germany,Male,60,2,94934.5,1,1,0,161522.83,0
2005,15610326,Williams,460,Germany,Female,78,7,19407.87,4,1,0,45726.63,0
2006,15601560,Johnson,837,Germany,Male,59,8,60872.66,4,1,1,133368.01,0
2007,15679148,Rodriguez,386,France,Female,79,3,239403.38,4,1,1,92533.62,0
2008,15683186,Smith,352,Spain,Female,84,10,92644.51,2,1,1,46623.35,0
2009,15626745,Rodriguez,832,France,Male,72,2,31193.41,4,1,0,85340.01,0
2010,15631890,Smith,362,France,Female,66,1,148276.2,3,1,1,29803.35,1
2011,15620022,Miller,511,Spain,Female,66,4,125105.9,1,0,1,134955.88,0
2012,15652579,Garcia,693,France,Female,50,1,15617.27,4,1,1,199657.52,1
2013,15670316,Miller,798,Germany,Female,45,10,113236.41,2,1,1,149320.49,0
2014,15683847,Williams,681,Spain,Male,74,8,158217.17,2,0,1,171877.69,1
2015,15628380,Williams,613,Germany,Male,58,9,58171.99,1,0,1,52895.65,0
2016,15602356,Smith,432,France,Male,21,10,31110.18,1,0,1,30175.68,0
2017,15670326,Brown,614,France,Female,37,8,216199.19,2,0,0,10407.84,1
2018,15692447,Johnson,761,France,Female,52,2,156362.02,1,0,1,148622.56,0
2019,15689899,Martinez,683,France,Male,70,3,38814.21,3,0,0,166396.44,1
2020,15620049,Davis,729,Spain,Female,56,8,157277.02,3,1,0,45926.77,0
2021,15675717,Williams,568,Germany,Female,70,0,183813.97,4,1,0,100873.99,0
2022,15616082,Miller,495,France,Male,27,6,149382.01,4,0,1,121155.08,0
2023,15600661,Miller,647,Spain,Female,82,1,29039.2,2,0,0,192055.85,0
2024,15637412,Rodriguez,646,Germany,Female,18,8,31186.19,2,0,1,183649.36,0
2025,15602920,Garcia,803,France,Male,70,10,11286.22,3,0,1,12990.28,0
2026,15691194,Smith,510,France,Male,63,2,58501.0,1,0,1,19352.67,0
2027,15660315,Davis,578,France,Male,43,5,14912.27,4,1,1,192191.23,0
2028,15679561,Smith,583,Spain,Male,19,4,201325.87,1,1,0,21038.91,0
2029,15608946,Williams,438,Germany,Male,45,1,3851.38,4,0,1,120580.37,0
2030,15694242,Jones,682,Spain,Male,44,8,145254.24,4,0,0,25062.25,0
2031,15645500,Davis,659,France,Male,45,2,202458.35,2,0,0,136705.57,0
2032,15616309,Rodriguez,564,Spain,Female,48,5,223715.75,1,0,0,44999.79,0
2033,15655230,Miller,769,France,Male,64,8,102363.76,2,1,1,16488.43,0
2034,15698656,Rodriguez,446,Spain,Female,24,7,155231.07,1,0,1,62977.91,0
2035,15630027,Williams,562,Spain,Male,89,9,237791.79,1,1,0,110954.99,0
2036,15672541,Jones,703,France,Female,65,4,167902.61,4,1,0,111650.08,1
2037,15659321,Martinez,661,Spain,Female,43,5,225273.09,1,1,1,155072.97,0
2038,15600956,Davis,449,Spain,Female,72,2,171073.0,4,1,0,21491.18,1
2039,15674131,Smith,494,Spain,Female,24,4,16999.32,4,1,0,11554.76,0
2040,15647908,Davis,359,France,Female,74,5,49220.75,4,1,1,145699.38,0
2041,15678339,Miller,820,France,Male,75,2,235112.76,3,1,0,191305.67,0
2042,15625963,Smith,393,Spain,Male,18,9,211067.23,4,1,0,46614.73,0
2043,15639443,Martinez,600,Spain,Male,89,1,105680.45,2,1,0,38482.14,1
2044,15699259,Martinez,735,France,Female,46,9,40281.42,1,1,0,75161.45,0
2045,15639063,Garcia,576,Spain,Female,39,8,39292.6,1,0,1,143424.27,0
2046,15680818,Smith,747,France,Female,57,6,226215.5,3,0,0,154741.84,0
2047,15604703,Johnson,598,Spain,Male,79,3,41551.97,3,1,0,187971.1,0
2048,15665128,Jones,844,France,Female,31,2,96569.99,3,0,1,162365.69,0
2049,15672099,Johnson,842,France,Female,19,3,225201.08,2,0,1,15274.13,0
2050,15625849,Martinez,518,France,Male,52,8,8358.22,4,0,1,49211.7,1
2051,15631860,Smith,479,France,Male,88,8,157685.29,3,0,0,77550.69,0
2052,15631585,Garcia,368,Germany,Male,84,5,87648.9,3,1,0,189913.2,0
2053,15622015,Davis,685,Germany,Female,39,10,26945.83,1,1,1,125065.9,0
2054,15677539,Davis,584,France,Female,35,8,141880.98,1,1,1,199300.3,0
2055,15643585,Davis,841,France,Male,63,8,121225.3,3,0,1,70348.07,0
2056,15626958,Garcia,694,Spain,Female,80,5,24800.38,1,0,0,185062.79,0
2057,15626017,Williams,350,France,Female,53,4,66802.82,1,0,1,142740.52,0
2058,15676707,Smith,479,Germany,Female,63,10,185089.05,4,1,1,178542.29,0
2059,15645350,Johnson,845,Germany,Female,54,2,188962.56,3,1,0,185298.72,0
2060,15612201,Jones,376,Spain,Male,35,0,149670.68,3,0,1,96074.71,1
2061,15629426,Martinez,351,Germany,Female,60,3,27621.79,4,1,0,175671.12,0
2062,15617778,Jones,599,France,Female,46,0,213272.95,3,1,0,196815.42,0
2063,15645241,Martinez,571,Spain,Male,35,0,43176.0,3,0,0,136752.23,0
2064,15642229,Smith,784,Spain,Female,32,5,180234.6,4,0,1,59218.65,1
2065,15686652,Smith,487,France,Female,76,10,10646.07,4,1,0,61171.33,0
2066,15648364,Rodriguez,624,Spain,Male,45,4,82957.46,3,0,0,152955.49,0
2067,15698833,Johnson,839,Germany,Female,70,6,119590.4,1,1,0,72443.41,0
2068,15684878,Miller,813,France,Male,32,0,6991.01,4,1,1,88098.88,0
2069,15657056,Martinez,490,France,Female,60,0,42888.41,4,1,1,110039.19,0
2070,15627490,Brown,781,Germany,Female,50,7,79727.56,2,0,1,183220.13,0
2071,15619975,Miller,605,France,Female,19,5,245626.84,1,0,1,145150.97,0
2072,15626723,Davis,719,France,Male,76,7,194868.96,3,0,1,65287.44,0
2073,15623279,Jones,661,France,Female,25,5,210174.12,2,1,0,35398.46,0
2074,15678301,Smith,805,France,Female,50,5,166879.22,2,0,1,65062.15,1
2075,15611561,Brown,789,France,Male,52,9,73098.63,2,0,1,73368.93,0
2076,15666061,Martinez,783,Germany,Female,35,6,177361.98,1,0,1,149197.93,0
2077,15688397,Williams,444,France,Female,38,1,168435.24,4,1,1,90796.62,0
2078,15649153,Martinez,522,Spain,Female,81,2,152487.8,3,1,0,199607.93,0
2079,15633142,Jones,822,France,Male,45,3,74580.38,1,0,0,16553.85,0
2080,15626916,Martinez,792,France,Male,62,0,65803.59,2,0,1,77307.77,0
2081,15664324,Martinez,772,France,Male,37,8,84074.81,1,1,0,26327.11,0
2082,15644965,Garcia,754,France,Female,21,8,78099.26,3,0,1,77777.41,0
2083,15604648,Johnson,788,France,Male,53,3,19458.15,1,1,1,92405.67,1
2084,15635133,Miller,406,Germany,Female,69,0,200569.5,2,1,1,179317.74,0
2085,15650677,Williams,847,Spain,Male,56,0,92314.27,2,0,0,90818.82,1
2086,15696059,Smith,451,France,Male,88,5,176659.2,4,0,0,14845.6,0
2087,15694588,Martinez,518,France,Female,29,1,69981.11,1,0,1,191485.72,1
2088,15699950,Williams,826,France,Male,72,0,150504.08,3,1,1,37598.65,0
2089,15698317,Rodriguez,419,Spain,Male,65,9,8668.4,4,1,0,157004.95,0
2090,15670135,Martinez,687,Spain,Female,26,10,26509.59,4,0,1,48050.95,1
2091,15635046,Garcia,398,France,Female,29,1,91132.43,3,1,0,185433.36,0
2092,15647064,Garcia,777,France,Female,86,6,67184.2,3,0,1,53043.48,0
2093,15669350,Brown,768,Spain,Female,74,3,88350.79,1,1,0,172481.48,0
2094,15645893,Davis,696,France,Female,45,6,232673.04,2,0,0,88765.92,0
2095,15661272,Jones,354,Germany,Female,34,6,18475.2,4,0,0,94957.19,1
2096,15692152,Miller,804,France,Female,39,3,115682.71,4,1,0,129549.4,0
2097,15667649,Rodriguez,551,Germany,Female,52,1,49564.16,1,0,1,102610.02,1
2098,15664674,Jones,551,Spain,Male,76,8,88959.63,2,0,1,73981.23,1
2099,15613760,Jones,528,Spain,Female,36,9,169258.72,1,0,0,56094.84,0
2100,15621927,Brown,406,Spain,Male,67,9,243234.78,2,0,0,60584.63,0
2101,15686475,Garcia,535,France,Female,43,2,173681.93,3,1,0,143677.53,1
2102,15661367,Johnson,441,France,Female,77,0,221211.11,1,0,0,30662.32,0
2103,15697955,Williams,641,France,Male,61,10,36814.67,3,1,0,116697.52,0
2104,15612588,Smith,743,Spain,Male,73,7,45347.9,1,0,0,82106.86,0
2105,15652233,Johnson,783,Germany,Male,60,3,219192.12,3,0,0,77093.13,0
2106,15644738,Johnson,832,France,Female,40,8,151880.59,2,0,1,145943.36,1
2107,15633397,Davis,576,France,Female,91,7,198029.85,2,0,1,105613.26,0
2108,15682189,Davis,770,Germany,Female,39,10,55714.95,2,0,1,24666.7,0
2109,15676367,Johnson,461,Spain,Female,64,10,87148.74,4,1,0,182817.82,0
2110,15671260,Garcia,497,Germany,Male,72,6,20258.63,2,0,0,180623.74,0
2111,15676619,Jones,618,France,Female,28,8,223896.36,1,1,1,90817.71,0
2112,15619816,Williams,552,France,Male,72,1,239088.86,2,0,1,12613.61,0
2113,15642240,Jones,727,France,Female,43,3,214365.96,4,1,1,21447.78,0
2114,15606276,Jones,714,Spain,Female,18,4,109295.08,3,1,0,103403.44,0
2115,15679530,Jones,752,Spain,Male,79,4,85283.68,4,0,1,25471.41,0
2116,15623499,Williams,697,Spain,Female,38,0,115650.19,4,0,0,94213.07,0
2117,15688576,Williams,707,Germany,Male,25,8,159404.38,3,0,1,46052.07,0
2118,15682495,Brown,405,Germany,Female,37,8,107876.84,1,0,0,162469.65,0
2119,15671635,Miller,650,Germany,Female,62,4,105405.07,1,1,0,79839.04,0
2120,15685112,Johnson,665,Germany,Female,82,9,107759.77,2,0,0,81912.8,0
2121,15635946,Martinez,801,Germany,Female,77,2,186144.3,4,0,0,14737.59,0
2122,15655204,Brown,534,France,Female,84,7,196697.72,1,1,0,134215.17,0
2123,15651886,Brown,403,Germany,Male,73,6,217634.58,2,1,1,156958.25,0
2124,15671652,Smith,386,France,Female,48,4,60746.82,4,1,0,60060.43,0
2125,15615563,Martinez,560,France,Female,39,0,39376.19,4,1,1,127191.26,0
2126,15692324,Davis,642,Spain,Female,79,6,86281.98,1,0,1,132910.11,0
2127,15692464,Smith,619,Spain,Female,73,10,105112.0,2,1,1,129636.42,0
2128,15609847,Davis,700,Germany,Male,89,0,175466.91,3,1,1,142678.31,0
2129,15626155,Miller,569,France,Female,25,0,189482.61,4,1,0,159147.74,1
2130,15679671,Rodriguez,577,Spain,Male,79,8,246038.22,2,1,0,154029.5,0
2131,15683310,Davis,777,Germany,Male,41,5,94555.66,3,1,0,119066.19,1
2132,15667278,Jones,707,France,Male,39,6,100629.96,3,1,0,188386.24,0
2133,15618309,Davis,560,Germany,Male,32,1,135519.99,1,0,0,158287.39,0
2134,15600619,Martinez,647,France,Male,45,10,205083.87,3,1,1,179263.09,0
2135,15683194,Williams,350,France,Female,39,7,165233.5,4,0,0,106486.92,1
2136,15650108,Martinez,372,Spain,Male,48,6,143164.86,4,0,0,143090.53,0
2137,15634707,Miller,797,France,Male,90,4,162030.49,2,1,1,173985.21,0
2138,15620337,Brown,633,France,Male,79,7,116112.6,4,1,1,112557.09,0
2139,15681537,Jones,845,France,Male,86,1,189763.39,1,0,1,176065.8,0
2140,15666504,Rodriguez,737,France,Male,56,5,18823.93,1,1,0,147794.49,0
2141,15647614,Miller,774,France,Male,57,3,127255.99,4,0,1,153218.66,0
2142,15691428,Brown,537,France,Female,86,6,201644.41,2,0,0,186195.29,0
2143,15691155,Garcia,367,France,Female,72,5,75629.77,1,1,1,72756.6,0
2144,15600281,Martinez,796,France,Male,88,5,210854.01,2,0,0,122986.57,0
2145,15627420,Miller,794,France,Male,81,4,195708.06,4,0,0,61805.42,0
2146,15680896,Martinez,398,France,Male,25,10,145167.29,3,1,1,110544.93,0
2147,15639030,Rodriguez,396,Germany,Male,88,4,63037.14,1,1,0,94293.28,1
2148,15601058,Brown,464,Germany,Male,61,1,215268.55,3,1,0,96910.35,0
2149,15686213,Martinez,388,France,Female,55,10,7492.22,1,1,1,49629.66,0
2150,15676260,Williams,566,Germany,Female,38,6,148128.31,4,1,0,128845.14,0
2151,15628404,Davis,559,Spain,Female,21,6,195641.17,2,0,1,161159.86,0
2152,15629856,Smith,611,Spain,Female,49,7,121350.72,2,1,0,61045.0,0
2153,15609200,Rodriguez,560,France,Female,72,3,25714.03,2,1,1,33545.96,0
2154,15664178,Smith,402,Spain,Female,77,10,208495.39,4,1,1,58518.26,0
2155,15633997,Johnson,809,France,Male,76,10,227272.02,2,0,0,153493.8,0
2156,15625611,Davis,630,France,Male,84,10,140827.42,1,0,1,22046.96,0
2157,15641235,Rodriguez,704,France,Female,22,8,196788.66,3,1,0,127382.29,1
2158,15635057,Miller,670,France,Male,89,9,152678.7,4,0,0,165763.61,1
2159,15601239,Williams,482,Germany,Female,54,2,143320.74,3,0,0,162314.43,0
2160,15665661,Miller,798,Germany,Female,44,2,32693.0,1,0,1,197632.09,0
2161,15645272,Garcia,613,Germany,Female,30,1,109198.15,1,0,0,160097.51,0
2162,15689393,Johnson,644,France,Male,23,9,169698.44,3,0,1,35618.67,0
2163,15661212,Williams,460,France,Male,82,6,113620.77,3,0,1,75953.13,0
2164,15615398,Martinez,392,France,Female,47,9,154441.14,1,1,1,51226.52,0
2165,15656503,Martinez,687,France,Male,69,1,223702.17,1,1,0,81512.26,0
2166,15606638,Jones,587,Spain,Female,58,6,91555.41,1,1,0,131013.9,0
2167,15606570,Martinez,728,Spain,Male,32,2,207121.66,1,0,1,65068.19,0
2168,15668785,Brown,806,Spain,Male,22,0,7261.3,1,1,0,34466.01,1
2169,15609110,Johnson,738,Germany,Female,32,10,213165.57,3,1,1,145698.57,0
2170,15679141,Brown,596,France,Female,18,7,26669.32,3,1,1,32267.16,0
2171,15612115,Davis,353,France,Female,32,7,80360.18,4,1,0,190101.64,0
2172,15639062,Jones,713,France,Female,77,9,128361.18,2,1,1,127529.67,0
2173,15622911,Jones,698,France,Male,65,0,162508.79,2,0,0,155237.36,1
2174,15632556,Martinez,734,Spain,Female,71,10,238277.99,3,1,1,166613.38,0
2175,15678131,Williams,699,France,Male,72,5,76757.59,3,1,0,132172.18,1
2176,15601969,Davis,661,France,Female,89,3,21337.19,2,0,0,143379.54,0
2177,15643753,Garcia,522,Spain,Male,44,4,114708.9,2,0,0,160166.15,0
2178,15682811,Johnson,542,Spain,Female,47,7,86317.05,2,0,1,96277.43,0
2179,15604470,Johnson,352,France,Female,77,7,150029.78,4,1,0,10523.37,0
2180,15610225,Rodriguez,627,Germany,Female,83,6,230695.63,1,1,1,193727.73,0
2181,15623196,Miller,805,France,Male,63,4,160839.53,2,1,0,56117.16,1
2182,15613669,Martinez,405,Germany,Male,69,5,144503.56,1,1,0,38441.0,0
2183,15637380,Rodriguez,623,France,Female,52,7,61521.15,4,0,1,184650.47,1
2184,15648320,Garcia,758,France,Male,59,4,66191.05,1,0,1,112835.12,0
2185,15647414,Jones,525,Germany,Female,73,2,109018.97,2,0,1,62375.42,1
2186,15615577,Smith,465,France,Male,62,8,222823.1,3,0,0,187035.38,0
2187,15688009,Garcia,433,Germany,Female,69,8,144870.93,4,1,0,172518.97,1
2188,15655409,Garcia,508,Spain,Female,40,9,123661.94,2,1,0,96604.24,1
2189,15628625,Williams,635,France,Male,46,0,135636.88,2,0,0,191674.69,1
2190,15681040,Williams,429,Germany,Male,46,6,208445.56,2,0,0,27712.13,0
2191,15624089,Williams,415,Germany,Male,74,3,169473.58,2,0,0,188145.51,0
2192,15636487,Williams,558,France,Female,36,5,231856.25,4,0,0,97469.33,0
2193,15665838,Miller,359,Germany,Male,25,6,145435.22,2,0,0,97672.53,0
2194,15696999,Martinez,548,Germany,Male,67,7,49007.15,1,1,0,96131.02,0
2195,15694795,Johnson,408,Germany,Male,24,10,4681.46,2,0,1,91795.02,0
2196,15650138,Martinez,583,Spain,Male,28,4,79278.48,4,0,0,112101.89,0
2197,15642823,Martinez,656,Germany,Male,84,4,15684.01,3,1,0,199080.43,0
2198,15637208,Johnson,593,Spain,Female,83,5,101766.26,3,1,1,12751.14,0
2199,15654061,Williams,728,Germany,Female,45,6,46972.54,1,0,1,105013.27,0
2200,15630659,Martinez,742,France,Male,73,4,101228.32,1,1,0,63889.62,0
2201,15631890,Miller,403,France,Female,45,4,99800.82,2,1,1,42579.9,0
2202,15679134,Williams,795,France,Male,57,3,69067.27,2,1,0,185767.9,0
2203,15647055,Miller,686,Germany,Male,19,0,163204.86,1,0,0,83052.3,0
2204,15619508,Rodriguez,742,Germany,Female,78,6,108358.45,3,1,1,113815.5,0
2205,15642287,Martinez,358,France,Female,42,6,223364.08,4,0,0,186771.71,1
2206,15678916,Brown,450,France,Female,71,5,19020.1,2,1,0,101087.4,0
2207,15626984,Miller,757,France,Female,34,9,102655.9,4,0,1,64757.44,0
2208,15608125,Rodriguez,644,France,Female,65,1,193987.41,3,0,1,28389.36,0
2209,15636059,Davis,552,Germany,Female,29,1,123633.82,1,1,1,123689.56,0
2210,15669569,Davis,741,Spain,Female,78,5,241520.32,3,1,1,183202.75,1
2211,15617087,Rodriguez,502,Spain,Male,19,8,43705.74,4,1,1,25344.78,0
2212,15605704,Jones,459,France,Male,82,4,79006.05,3,0,0,94725.23,0
2213,15660576,Jones,671,Germany,Male,69,6,29038.51,3,0,0,136279.56,0
2214,15673384,Williams,615,Germany,Female,51,1,61682.41,2,1,1,29135.14,0
2215,15687128,Jones,722,Spain,Male,62,5,168133.06,1,1,0,24955.79,1
2216,15672460,Davis,501,Germany,Male,18,10,121736.5,4,1,0,48854.26,0
2217,15627208,Jones,845,France,Male,69,5,40516.81,4,0,0,34949.36,1
2218,15685150,Brown,813,France,Male,84,9,118673.77,2,0,0,81785.97,1
2219,15666024,Davis,432,Germany,Female,73,5,211850.36,3,1,0,87935.57,1
2220,15639882,Miller,792,Germany,Male,75,5,109956.46,4,0,0,96021.75,0
2221,15625923,Garcia,764,Spain,Male,67,3,3303.63,2,1,1,103312.93,0
2222,15629165,Jones,744,France,Male,42,4,13730.38,4,1,1,21067.81,1
2223,15667203,Jones,483,Spain,Male,29,3,109530.08,2,0,0,135963.43,1
2224,15691749,Martinez,675,France,Male,90,5,148311.28,2,1,0,149406.22,0
2225,15604114,Johnson,509,Spain,Female,82,8,221633.25,1,1,0,36074.09,0
2226,15664965,Brown,388,Spain,Male,73,4,245490.38,1,1,1,53123.87,0
2227,15636321,Davis,525,Germany,Male,67,4,245094.03,3,1,0,63307.18,0
2228,15673297,Davis,362,Germany,Male,45,2,139473.49,2,1,0,89075.62,0
2229,15696652,Smith,664,France,Male,20,10,8932.61,4,0,0,86296.98,1
2230,15699304,Johnson,416,France,Male,55,6,53370.53,3,1,0,49077.33,0
2231,15625426,Jones,789,France,Male,81,4,108582.93,2,1,1,23959.27,0
2232,15617772,Rodriguez,597,France,Female,71,1,219918.99,3,0,1,65188.42,1
2233,15603712,Martinez,390,Germany,Male,53,8,5389.73,4,1,0,158050.89,0
2234,15601367,Miller,533,France,Male,61,4,127334.86,4,0,0,21086.45,0
2235,15691736,Martinez,384,Spain,Female,61,6,163366.37,1,1,0,79569.76,0
2236,15651924,Jones,771,France,Female,86,6,72057.46,3,0,0,46629.14,0
2237,15603726,Smith,686,Germany,Male,70,9,78919.59,1,0,0,145377.18,0
2238,15689152,Garcia,800,Germany,Male,30,7,97106.76,2,0,1,72974.71,0
2239,15627723,Davis,639,France,Female,61,3,68648.57,2,1,1,85482.82,0
2240,15609108,Miller,425,France,Male,21,6,109297.11,4,0,1,184249.24,0
2241,15677714,Johnson,821,France,Female,87,2,39523.24,2,0,1,126127.52,1
2242,15635643,Jones,419,Spain,Male,68,8,49832.97,3,0,0,166525.99,1
2243,15631324,Brown,583,Germany,Male,87,7,9284.04,4,0,1,140133.14,0
2244,15683360,Rodriguez,360,France,Male,28,9,102828.66,4,0,1,192400.82,0
2245,15608927,Martinez,717,Spain,Female,71,8,176834.56,3,1,0,118598.09,0
2246,15693680,Smith,632,France,Female,79,1,126538.05,3,0,0,57485.14,0
2247,15696546,Garcia,653,Germany,Female,76,3,132664.45,1,1,0,141928.71,0
2248,15622443,Williams,373,France,Female,78,0,112486.59,2,0,1,165848.63,1
2249,15679973,Rodriguez,623,Germany,Male,57,7,146211.68,4,0,0,193839.96,1
2250,15663449,Jones,376,Spain,Male,21,3,57419.09,2,1,1,127372.55,0
2251,15676743,Garcia,403,Spain,Female,44,3,51878.95,1,1,1,166173.49,0
2252,15660233,Rodriguez,404,France,Female,33,6,235491.11,1,1,0,145017.16,0
2253,15625537,Rodriguez,725,France,Female,24,5,112602.35,4,1,0,157257.02,1
2254,15677576,Davis,582,Spain,Female,28,2,206793.95,2,1,1,123576.4,0
2255,15622612,Rodriguez,626,France,Male,89,7,229207.94,2,1,1,65302.56,1
2256,15693977,Brown,792,France,Female,81,1,153720.85,4,0,0,26644.31,0
2257,15606471,Garcia,720,Germany,Male,69,0,74698.32,4,1,1,146783.37,0
2258,15635631,Jones,767,France,Female,23,1,169950.8,1,1,1,167607.81,0
2259,15692059,Jones,469,France,Male,65,8,107728.47,4,1,1,156519.99,0
2260,15631348,Brown,574,Spain,Female,86,4,243267.03,1,0,1,17528.02,0
2261,15664732,Johnson,407,France,Male,23,4,202822.4,2,1,1,20447.21,0
2262,15601177,Garcia,604,France,Male,78,5,203736.21,2,0,0,29594.92,0
2263,15604760,Rodriguez,525,Germany,Male,83,2,147172.25,1,0,1,166643.86,0
2264,15632779,Smith,403,Spain,Male,90,0,2103.89,2,1,0,126019.34,0
2265,15621636,Miller,495,France,Male,70,7,207955.18,4,1,1,122043.86,0
2266,15681889,Garcia,608,Germany,Male,45,6,6342.97,1,1,0,50533.1,0
2267,15653551,Williams,501,Spain,Male,22,7,30589.52,2,0,1,24545.65,0
2268,15611556,Smith,734,France,Male,75,8,209667.28,3,1,1,161262.39,0
2269,15627598,Brown,611,France,Male,41,1,54698.74,3,1,0,167396.82,0
2270,15611563,Rodriguez,368,France,Female,48,4,210281.54,2,0,0,57756.89,0
2271,15646819,Johnson,691,Germany,Female,58,1,59087.72,4,0,1,166931.47,1
2272,15673770,Williams,720,Spain,Male,85,7,192677.08,1,1,0,69460.82,0
2273,15691055,Johnson,520,France,Female,63,3,135544.1,3,1,0,164275.05,0
2274,15626966,Johnson,728,Spain,Female,27,10,167748.47,4,0,0,23048.32,0
2275,15681709,Martinez,741,Spain,Male,54,3,209520.34,1,0,0,75498.61,0
2276,15659889,Davis,546,France,Male,38,9,246007.1,3,1,0,156378.64,0
2277,15626987,Williams,785,Germany,Female,38,7,21422.95,3,0,1,64867.04,0
2278,15678714,Miller,422,France,Male,27,6,171345.82,3,0,1,17656.28,0
2279,15658348,Davis,652,Spain,Male,41,0,239681.37,2,0,0,38564.95,0
2280,15624596,Williams,434,Germany,Male,29,6,93448.91,2,1,1,192720.42,0
2281,15633174,Johnson,633,Germany,Female,37,9,83436.21,4,1,1,124045.83,0
2282,15664106,Davis,651,Germany,Female,87,2,169994.25,1,1,0,43622.1,0
2283,15669967,Williams,481,Germany,Female,25,4,100487.76,2,1,1,133061.86,0
2284,15659182,Miller,469,Spain,Male,22,7,53615.13,1,1,1,128429.35,0
2285,15693300,Smith,565,Germany,Male,71,5,40366.77,3,1,0,87482.05,1
2286,15687163,Garcia,485,Spain,Male,53,7,48157.55,2,0,0,136688.03,0
2287,15639310,Rodriguez,465,Germany,Male,55,4,176077.76,3,1,1,31243.66,0
2288,15656088,Williams,410,France,Male,20,9,229673.78,1,0,1,71068.7,1
2289,15608906,Miller,366,Spain,Female,53,8,201503.42,2,0,0,17140.77,0
2290,15636914,Garcia,383,Germany,Male,39,10,112050.41,2,1,1,183748.02,0
2291,15645379,Davis,369,Germany,Female,25,5,132150.29,3,0,1,179667.35,1
2292,15678612,Williams,557,Spain,Male,78,10,155043.36,4,0,1,48751.3,0
2293,15637650,Williams,807,France,Female,24,8,144986.66,2,0,0,144454.52,0
2294,15646881,Brown,511,France,Male,85,3,242118.19,1,0,1,164481.66,0
2295,15646413,Williams,648,France,Male,79,1,221673.27,2,1,1,87368.87,0
2296,15606012,Rodriguez,359,Germany,Male,36,7,10885.05,3,0,1,165219.16,1
2297,15650115,Brown,443,Spain,Male,64,4,208941.46,1,1,0,103555.06,1
2298,15607151,Garcia,763,Spain,Female,41,1,28515.24,2,0,0,161468.97,0
